Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  Readline 7.0         GNU library for command line editing (gnu.org/s/readline)
  CPLEX 12.8.0.0       Linear Programming Solver developed by IBM (www.cplex.com)
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)
  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)
  bliss 0.73p          Computing Graph Automorphism Groups by T. Junttila and P. Kaski (http://www.tcs.hut.fi/Software/bliss/)

user parameter file <scip.set> not found - using default parameters

SCIP> 
SCIP> set misc referencevalue 1763966.71
misc/referencevalue = 1763966.71
SCIP> set limits time 3600
limits/time = 3600
SCIP> set limits nodes 2100000000
limits/nodes = 2100000000
SCIP> set limits memory 12345
limits/memory = 12345
SCIP> set lp advanced threads 1
lp/threads = 1
SCIP> set timing clocktype 1
timing/clocktype = 1
SCIP> set display freq 10000
display/freq = 10000
SCIP> set memory savefac 1.0
memory/savefac = 1

============

original problem has 9954 variables (54 bin, 0 int, 0 impl, 9900 cont) and 1876 constraints
SCIP> display parameters

number of parameters = 2603
non-default parameter settings:
display/freq = 10000
limits/time = 3600
limits/nodes = 2100000000
limits/memory = 12345
lp/threads = 1
memory/savefac = 1
misc/referencevalue = 1763966.71
timing/clocktype = 1
estimation/reportfreq = 100
estimation/treeprofile/enabled = TRUE


presolving:
(round 1, fast)       13 del vars, 0 del conss, 0 add conss, 14184 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.6s) probing cycle finished: starting next cycle
   (0.6s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.7s) no symmetry present
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 13 deleted vars, 0 deleted constraints, 0 added constraints, 14184 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 9941 variables (41 bin, 0 int, 0 impl, 9900 cont) and 1876 constraints
   1876 constraints of type <linear>
Presolving Time: 0.26

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 11.5s|     1 |     0 |  5426 |     - |   123M |   0 |9941 |1876 |2305 | 447 | 34 |   0 |   0 | 1.724386e+06 | 1.776766e+06 |   3.04%| unknown
 12.1s|     1 |     0 |  5502 |     - |   123M |   0 |9941 |1876 |2319 | 461 | 35 |   0 |   0 | 1.724991e+06 | 1.776766e+06 |   3.00%| unknown
 12.6s|     1 |     0 |  5587 |     - |   124M |   0 |9941 |1876 |2334 | 476 | 36 |   0 |   0 | 1.725639e+06 | 1.776766e+06 |   2.96%| unknown
 13.2s|     1 |     0 |  5667 |     - |   124M |   0 |9941 |1876 |2346 | 488 | 37 |   0 |   0 | 1.726458e+06 | 1.776766e+06 |   2.91%| unknown
 13.8s|     1 |     0 |  5714 |     - |   125M |   0 |9941 |1876 |2355 | 497 | 38 |   0 |   0 | 1.726800e+06 | 1.776766e+06 |   2.89%| unknown
 14.3s|     1 |     0 |  5765 |     - |   125M |   0 |9941 |1876 |2363 | 505 | 39 |   0 |   0 | 1.727081e+06 | 1.776766e+06 |   2.88%| unknown
 15.0s|     1 |     0 |  5835 |     - |   126M |   0 |9941 |1876 |2359 | 515 | 40 |   0 |   0 | 1.727555e+06 | 1.776766e+06 |   2.85%| unknown
 15.6s|     1 |     0 |  5905 |     - |   126M |   0 |9941 |1876 |2370 | 526 | 41 |   0 |   0 | 1.727992e+06 | 1.776766e+06 |   2.82%| unknown
 16.1s|     1 |     0 |  5993 |     - |   126M |   0 |9941 |1876 |2380 | 536 | 42 |   0 |   0 | 1.729088e+06 | 1.776766e+06 |   2.76%| unknown
 16.4s|     1 |     0 |  6023 |     - |   126M |   0 |9941 |1876 |2384 | 540 | 43 |   0 |   0 | 1.729602e+06 | 1.776766e+06 |   2.73%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 17.0s|     1 |     0 |  6053 |     - |   126M |   0 |9941 |1876 |2388 | 544 | 44 |   0 |   0 | 1.730214e+06 | 1.776766e+06 |   2.69%| unknown
 17.2s|     1 |     0 |  6080 |     - |   126M |   0 |9941 |1876 |2392 | 548 | 45 |   0 |   0 | 1.730609e+06 | 1.776766e+06 |   2.67%| unknown
 17.9s|     1 |     0 |  6118 |     - |   126M |   0 |9941 |1876 |2369 | 551 | 46 |   0 |   0 | 1.730987e+06 | 1.776766e+06 |   2.64%| unknown
 18.6s|     1 |     0 |  6156 |     - |   127M |   0 |9941 |1876 |2372 | 554 | 47 |   0 |   0 | 1.731635e+06 | 1.776766e+06 |   2.61%| unknown
 18.8s|     1 |     0 |  6201 |     - |   127M |   0 |9941 |1876 |2375 | 557 | 48 |   0 |   0 | 1.731867e+06 | 1.776766e+06 |   2.59%| unknown
 19.4s|     1 |     0 |  6283 |     - |   127M |   0 |9941 |1876 |2396 | 578 | 49 |   0 |   0 | 1.733141e+06 | 1.776766e+06 |   2.52%| unknown
 19.7s|     1 |     0 |  6352 |     - |   128M |   0 |9941 |1876 |2413 | 595 | 50 |   0 |   0 | 1.733775e+06 | 1.776766e+06 |   2.48%| unknown
 20.1s|     1 |     0 |  6408 |     - |   128M |   0 |9941 |1876 |2426 | 608 | 51 |   0 |   0 | 1.734056e+06 | 1.776766e+06 |   2.46%| unknown
 20.5s|     1 |     0 |  6444 |     - |   128M |   0 |9941 |1876 |2397 | 616 | 52 |   0 |   0 | 1.734206e+06 | 1.776766e+06 |   2.45%| unknown
 20.8s|     1 |     0 |  6470 |     - |   128M |   0 |9941 |1876 |2403 | 622 | 53 |   0 |   0 | 1.734276e+06 | 1.776766e+06 |   2.45%| unknown
 21.4s|     1 |     0 |  6507 |     - |   129M |   0 |9941 |1876 |2412 | 631 | 54 |   0 |   0 | 1.734387e+06 | 1.776766e+06 |   2.44%| unknown
 21.8s|     1 |     0 |  6551 |     - |   129M |   0 |9941 |1876 |2418 | 637 | 55 |   0 |   0 | 1.734740e+06 | 1.776766e+06 |   2.42%| unknown
 22.4s|     1 |     0 |  6584 |     - |   129M |   0 |9941 |1876 |2423 | 642 | 56 |   0 |   0 | 1.735084e+06 | 1.776766e+06 |   2.40%| unknown
 22.7s|     1 |     0 |  6665 |     - |   129M |   0 |9941 |1876 |2442 | 661 | 57 |   0 |   0 | 1.735771e+06 | 1.776766e+06 |   2.36%| unknown
 23.5s|     1 |     0 |  6697 |     - |   129M |   0 |9941 |1876 |2439 | 674 | 58 |   0 |   0 | 1.735930e+06 | 1.776766e+06 |   2.35%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 23.6s|     1 |     0 |  6734 |     - |   129M |   0 |9941 |1876 |2451 | 686 | 59 |   0 |   0 | 1.736039e+06 | 1.776766e+06 |   2.35%| unknown
 23.8s|     1 |     0 |  6767 |     - |   129M |   0 |9941 |1876 |2458 | 693 | 60 |   0 |   0 | 1.736309e+06 | 1.776766e+06 |   2.33%| unknown
 24.0s|     1 |     0 |  6794 |     - |   130M |   0 |9941 |1876 |2466 | 701 | 61 |   0 |   0 | 1.736357e+06 | 1.776766e+06 |   2.33%| unknown
 24.6s|     1 |     0 |  6827 |     - |   132M |   0 |9941 |1876 |2474 | 709 | 62 |   0 |   0 | 1.736435e+06 | 1.776766e+06 |   2.32%| unknown
 25.2s|     1 |     0 |  6858 |     - |   132M |   0 |9941 |1876 |2484 | 719 | 63 |   0 |   0 | 1.736455e+06 | 1.776766e+06 |   2.32%| unknown
 25.7s|     1 |     0 |  6888 |     - |   132M |   0 |9941 |1876 |2442 | 728 | 64 |   0 |   0 | 1.736519e+06 | 1.776766e+06 |   2.32%| unknown
 25.9s|     1 |     0 |  6892 |     - |   132M |   0 |9941 |1876 |2445 | 731 | 65 |   0 |   0 | 1.736521e+06 | 1.776766e+06 |   2.32%| unknown
 26.0s|     1 |     0 |  6896 |     - |   132M |   0 |9941 |1876 |2447 | 733 | 66 |   0 |   0 | 1.736534e+06 | 1.776766e+06 |   2.32%| unknown
 26.1s|     1 |     0 |  6951 |     - |   132M |   0 |9941 |1876 |2460 | 746 | 67 |   0 |   0 | 1.736934e+06 | 1.776766e+06 |   2.29%| unknown
 26.2s|     1 |     0 |  7001 |     - |   132M |   0 |9941 |1876 |2474 | 760 | 68 |   0 |   0 | 1.737056e+06 | 1.776766e+06 |   2.29%| unknown
 26.9s|     1 |     0 |  7075 |     - |   132M |   0 |9941 |1876 |2493 | 779 | 69 |   0 |   0 | 1.737378e+06 | 1.776766e+06 |   2.27%| unknown
 27.5s|     1 |     0 |  7119 |     - |   132M |   0 |9941 |1876 |2477 | 794 | 70 |   0 |   0 | 1.737464e+06 | 1.776766e+06 |   2.26%| unknown
 28.2s|     1 |     0 |  7170 |     - |   132M |   0 |9941 |1876 |2492 | 809 | 71 |   0 |   0 | 1.737716e+06 | 1.776766e+06 |   2.25%| unknown
 28.9s|     1 |     0 |  7220 |     - |   132M |   0 |9941 |1876 |2508 | 825 | 72 |   0 |   0 | 1.737838e+06 | 1.776766e+06 |   2.24%| unknown
 29.1s|     1 |     0 |  7243 |     - |   132M |   0 |9941 |1876 |2517 | 834 | 73 |   0 |   0 | 1.737860e+06 | 1.776766e+06 |   2.24%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 29.3s|     1 |     0 |  7262 |     - |   133M |   0 |9941 |1876 |2523 | 840 | 74 |   0 |   0 | 1.737906e+06 | 1.776766e+06 |   2.24%| unknown
 29.6s|     1 |     0 |  7294 |     - |   133M |   0 |9941 |1876 |2529 | 846 | 75 |   0 |   0 | 1.738039e+06 | 1.776766e+06 |   2.23%| unknown
 30.5s|     1 |     0 |  7322 |     - |   133M |   0 |9941 |1876 |2518 | 853 | 76 |   0 |   0 | 1.738199e+06 | 1.776766e+06 |   2.22%| unknown
 30.6s|     1 |     0 |  7349 |     - |   133M |   0 |9941 |1876 |2525 | 860 | 77 |   0 |   0 | 1.738213e+06 | 1.776766e+06 |   2.22%| unknown
 30.7s|     1 |     0 |  7364 |     - |   134M |   0 |9941 |1876 |2529 | 864 | 78 |   0 |   0 | 1.738231e+06 | 1.776766e+06 |   2.22%| unknown
 30.8s|     1 |     0 |  7365 |     - |   134M |   0 |9941 |1876 |2530 | 865 | 79 |   0 |   0 | 1.738235e+06 | 1.776766e+06 |   2.22%| unknown
 30.9s|     1 |     0 |  7368 |     - |   134M |   0 |9941 |1876 |2532 | 867 | 80 |   0 |   0 | 1.738261e+06 | 1.776766e+06 |   2.22%| unknown
 31.0s|     1 |     0 |  7369 |     - |   134M |   0 |9941 |1876 |2533 | 868 | 81 |   0 |   0 | 1.738339e+06 | 1.776766e+06 |   2.21%| unknown
 32.8s|     1 |     2 |  8136 |     - |   138M |   0 |9941 |1876 |2533 | 868 | 81 |   0 |  24 | 1.742575e+06 | 1.776766e+06 |   1.96%| unknown
Report 1
Time Elapsed: 37.06
Estim. Tree Size   :       1736
Estimation Tree    : 67 nodes (46 visited, 33 inner, 13 leaves, 21 open), weight: 0.0165 completed 0.1251
Estimations        :      estim      value      trend resolution     smooth
  wbe              :       1577          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         25    0.98334    0.12045          1         25
  tree-weight      :       1736    0.01648    0.00115          1       2328
  leaf-frequency   :        703    0.27174    0.00067          1        565
  ssg              :         77    0.80348   -0.03098          1         78
  open-nodes       :         92   21.00000    1.76984          1         89
End of Report 1

Report 2
Time Elapsed: 37.08
Estim. Tree Size   :       1126
Estimation Tree    : 67 nodes (47 visited, 33 inner, 14 leaves, 20 open), weight: 0.0243 completed 0.1390
Estimations        :      estim      value      trend resolution     smooth
  wbe              :       1152          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         27    0.98334    0.10099          1         27
  tree-weight      :       1127    0.02429    0.00177          1       1427
  leaf-frequency   :        337    0.28723    0.00137          1        394
  ssg              :         88    0.80348   -0.02648          1         85
  open-nodes       :         94   20.00000    1.41966          1         93
End of Report 2

r37.2s|    52 |    20 | 11050 |  90.6 |simplero|  18 |9941 |1877 |2414 | 906 |  0 |   2 | 173 | 1.747163e+06 | 1.775342e+06 |   1.61%|  13.37%
r37.3s|    68 |    21 | 11335 |  73.2 |simplero|  19 |9941 |1877 |2410 | 906 |  0 |   2 | 173 | 1.747163e+06 | 1.774823e+06 |   1.58%|  15.84%
r37.4s|    68 |    20 | 11342 |  73.3 |simplero|  19 |9941 |1877 |2414 | 910 |  3 |   2 | 173 | 1.747163e+06 | 1.773834e+06 |   1.53%|  16.65%
Report 3
Time Elapsed: 37.45
Estim. Tree Size   :        648
Estimation Tree    : 101 nodes (81 visited, 50 inner, 31 leaves, 20 open), weight: 0.0583 completed 0.2461
Estimations        :      estim      value      trend resolution     smooth
  wbe              :       1062          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         66    0.98633    0.00518          1         65
  tree-weight      :        648    0.05832    0.00321          1       2947
  leaf-frequency   :        192    0.37654    0.00189          1        206
  ssg              :       1101    0.79510   -0.00153          1       1048
  open-nodes       :        473   20.00000   -0.09719          1       9157
End of Report 3

Report 4
Time Elapsed: 37.46
Estim. Tree Size   :        637
Estimation Tree    : 101 nodes (82 visited, 50 inner, 32 leaves, 19 open), weight: 0.0622 completed 0.2351
Estimations        :      estim      value      trend resolution     smooth
  wbe              :       1028          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         69    0.98633    0.00434          1         68
  tree-weight      :        637    0.06223    0.00326          1       1215
  leaf-frequency   :        173    0.38415    0.00210          1        181
  ssg              :       1304    0.79510   -0.00128          1       1240
  open-nodes       :        276   19.00000   -0.17839          1       2496
End of Report 4

r37.5s|    76 |    17 | 11509 |  67.7 |simplero|  19 |9941 |1877 |2416 | 912 |  0 |   2 | 173 | 1.747163e+06 | 1.771380e+06 |   1.39%|  24.24%
Report 5
Time Elapsed: 37.47
Estim. Tree Size   :        427
Estimation Tree    : 103 nodes (87 visited, 51 inner, 36 leaves, 16 open), weight: 0.0977 completed 0.2853
Estimations        :      estim      value      trend resolution     smooth
  wbe              :        736          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         80    0.98885    0.00235          1         79
  tree-weight      :        428    0.09766    0.00506          1        535
  leaf-frequency   :        170    0.40805    0.00187          1        173
  ssg              :       2582    0.79510   -0.00063          1       2453
  open-nodes       :        170   16.00000   -0.32252          1        188
End of Report 5

Report 6
Time Elapsed: 37.48
Estim. Tree Size   :        370
Estimation Tree    : 103 nodes (88 visited, 51 inner, 37 leaves, 15 open), weight: 0.1133 completed 0.2926
Estimations        :      estim      value      trend resolution     smooth
  wbe              :        652          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         84    0.98885    0.00197          1         83
  tree-weight      :        370    0.11328    0.00596          1        412
  leaf-frequency   :        161    0.41477    0.00194          1        164
  ssg              :       3068    0.79510   -0.00053          1       2914
  open-nodes       :        155   15.00000   -0.36732          1        163
End of Report 6

Report 7
Time Elapsed: 37.48
Estim. Tree Size   :        222
Estimation Tree    : 103 nodes (89 visited, 51 inner, 38 leaves, 14 open), weight: 0.1758 completed 0.2789
Estimations        :      estim      value      trend resolution     smooth
  wbe              :        431          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :         88    0.98885    0.00165          1         87
  tree-weight      :        222    0.17578    0.01121          1        269
  leaf-frequency   :        155    0.42135    0.00197          1        157
  ssg              :       3647    0.79510   -0.00045          1       3464
  open-nodes       :        144   14.00000   -0.40491          1        149
End of Report 7

r37.5s|    78 |    13 | 11551 |  66.5 |simplero|  19 |9941 |1877 |2416 | 912 |  0 |   2 | 173 | 1.747163e+06 | 1.766862e+06 |   1.13%|  27.89%
r37.5s|    81 |    14 | 11576 |  64.3 |simplero|  19 |9941 |1877 |2416 | 912 |  0 |   2 | 173 | 1.747163e+06 | 1.766814e+06 |   1.12%|  29.25%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
r37.5s|    82 |    14 | 11582 |  63.6 |simplero|  19 |9941 |1877 |2416 | 912 |  0 |   2 | 173 | 1.747163e+06 | 1.766073e+06 |   1.08%|  27.28%
r37.5s|    84 |    14 | 11628 |  62.7 |simplero|  19 |9941 |1877 |2416 | 912 |  0 |   2 | 173 | 1.747163e+06 | 1.765204e+06 |   1.03%|  28.10%
*37.5s|    86 |    12 | 11638 |  61.3 |    LP  |  19 |9941 |1877 |2416 | 912 |  1 |   2 | 173 | 1.747163e+06 | 1.764696e+06 |   1.00%|  28.19%
Report 8
Time Elapsed: 37.76
Estim. Tree Size   :       1987
Estimation Tree    : 137 nodes (123 visited, 68 inner, 55 leaves, 14 open), weight: 0.1809 completed 0.2353
Estimations        :      estim      value      trend resolution     smooth
  wbe              :        607          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :        314    0.99009    0.00010          1        304
  tree-weight      :       1988    0.18090    0.00087          1       1998
  leaf-frequency   :        289    0.44309    0.00063          1        384
  ssg              :       2635    0.77361   -0.00061          1       2506
  open-nodes       :        630   14.00000   -0.05379          1        533
End of Report 8

r37.8s|   106 |    13 | 12210 |  55.1 |simplero|  19 |9941 |1877 |2416 | 918 |  0 |   2 | 173 | 1.747163e+06 | 1.764645e+06 |   1.00%|  23.53%
r37.8s|   108 |    11 | 12226 |  54.2 |simplero|  19 |9941 |1877 |2416 | 918 |  0 |   2 | 173 | 1.747163e+06 | 1.764096e+06 |   0.97%|  24.66%
*37.8s|   110 |    11 | 12238 |  53.3 |    LP  |  19 |9941 |1877 |2416 | 918 |  1 |   2 | 173 | 1.747163e+06 | 1.763967e+06 |   0.96%|  23.95%
Report 9
Time Elapsed: 37.94
Estim. Tree Size   :        229
Estimation Tree    : 143 nodes (132 visited, 71 inner, 61 leaves, 11 open), weight: 0.3098 completed 0.3610
Estimations        :      estim      value      trend resolution     smooth
  wbe              :        393          -          -          -          -
  tree-profile     :         -1          -          -          -          -
  gap              :        470    0.99047    0.00005          1        454
  tree-weight      :        229    0.30981    0.01272          1        810
  leaf-frequency   :        241    0.45833    0.00070          1        234
  ssg              :        427    0.72351   -0.00472          1       1797
  open-nodes       :        226   11.00000   -0.21012          1        224
End of Report 9

Report 10
Time Elapsed: 38.02
Estim. Tree Size   :        241
Estimation Tree    : 149 nodes (136 visited, 74 inner, 62 leaves, 13 open), weight: 0.3118 completed 0.2680
